book	id	star	time	likenum	body
1Q84 BOOK 1	1190633	allstar40	2011-06-12	0	懂的人都懂的。对村上春树的评价可以立刻划分出：懂文学场域里游戏规则的人和不懂游戏规则的人，当然，偶尔也会遗漏那些，装傻的人。你属于哪类？
1Q84 BOOK 1	supercrazy	allstar50	2013-08-02	0	适合裸体阅读的书：青豆微博健身偶像般的紧致女性腹肌、柔道选手天吾的睾丸。无聊的故事，梦寐以求的语气。
1Q84 BOOK 1	2194011	allstar50	2011-02-27	0	四分的书，给新翻译加一分
1Q84 BOOK 1	xiaoduzi	allstar40	2010-08-05	0	翻的不错啊
1Q84 BOOK 1	1821872	allstar50	2011-06-03	0	两个人的命运 在零碎的线索暗示中 逐渐再次有了交汇的契机 非常吸引人
1Q84 BOOK 1	melonsa	allstar40	2014-01-11	0	不管怎么说，第一部还是勾起了我的好奇心的。尽管施小炜没有林少华那种不紧不慢的优雅，但村上春树的故事依然是那个样子，一切仿佛很平常，又很稀奇，遣词造句和意向都有种病态的畸形，当然了，这个世界本来就是这样的。
1Q84 BOOK 1	musofan	allstar50	2011-02-05	0	幸亏把这本书带回家了，要不大年三十儿难不成让我看春晚啊....期待书赶紧到好看剩下几本，至少第一部唤起了很多共鸣，这种分开描写的形式也很给力，但一开始就能猜到是殊途同归
1Q84 BOOK 1	amhooo	allstar40	2012-07-30	0	读完BOOK 1，看到村上执意向的乔治·奥威尔致敬。分两条线写的青豆和天吾都很有意思，隐隐约约融合了平行世界和极权主义在每个故事中，线索也可以给的比较含糊。但是无论如何，都是一则有趣的故事，能吸引人去看接下来的那两本，至于究竟怎样，暂时还不好定夺。
1Q84 BOOK 1	ake1984	none	2010-06-10	0	期待第二部！
1Q84 BOOK 1	LVEE	allstar50	2012-04-17	1	开着小灯不停看下去的书。迫不及待要看第二部。
1Q84 BOOK 1	pei830	allstar40	2010-11-30	0	读过的书很少，不敢给满分。压抑感让我感觉有些无法承受。
1Q84 BOOK 1	y78076317	none	2014-10-27	0	不知如何评价为好，但绝壁不像是致敬乔治奥威尔的一九八四
1Q84 BOOK 1	44463308	allstar40	2014-11-21	0	很精彩，既有下了一盘大棋又有白夜行的感觉。
1Q84 BOOK 1	APRIL99	allstar30	2014-06-08	0	这是一本集神叨叨的色情和各种文艺中年吐槽的通俗小说。 村上将自己的卓越变体在所有主人公身上，深得日本武士道小说精髓
1Q84 BOOK 1	cigarflower	allstar40	2014-03-10	0	先驱和奥姆真理的关系？小小人和“老大哥”的关系？读了一半还去网上做了好久功课，发现还得再读一本《地下世界》的书。
1Q84 BOOK 1	Draculala	allstar40	2016-05-21	0	这样的相遇也只能发生在1q84年的世界吧，文笔好，稍微啰嗦注水也还是动人，背景设定得太大抢了戏，可能本来谋划的格局也并不大。第3本干货没有了，实在是太啰嗦，差评。
1Q84 BOOK 1	2645993	allstar30	2015-12-17	0	故弄玄虚
1Q84 BOOK 1	paula0065	none	2016-01-17	0	五年前读了台版1、2卷，此次重温+新读第3卷
1Q84 BOOK 1	60547056	allstar30	2015-11-25	0	又是羊，又是叫牛河的猥琐大叔。也许每个作家都有一些片段注定要在许多作品中重复出现。
1Q84 BOOK 1	Fan1130	none	2015-10-12	0	喜欢村上春树！
1Q84 BOOK 1	Einper	allstar30	2015-12-27	0	最初出版时读了第一本，最近读了第二本及第三本，算起来也是旧书了，开始觉得新鲜读完觉得不杂样儿。
1Q84 BOOK 1	greensylviaq	allstar50	2017-08-25	0	第一本倒是非常好看的。说句题外话，村上的「三观」倒一直是很正，不管是历史事件还是社会事件，不像一些作者非常狭隘，套着文学的帽子搞封建复辟。
1Q84 BOOK 1	craner	allstar20	2016-07-05	0	不喜欢
1Q84 BOOK 1	abby444	allstar30	2013-12-23	0	太zhuangbility了，给三星都是因为曾经同为跑者的缘故。。。。。
1Q84 BOOK 1	crystalDave	allstar40	2015-06-30	1	继续阅读，走出低谷。Start，2015年6月22日。Done，2015年6月26日。
1Q84 BOOK 1	1584887	allstar20	2015-09-10	0	什么玩意儿...
1Q84 BOOK 1	hollydolly6s	allstar40	2014-12-10	0	这本书又和之前所有的他不太一样。从这本开始，村上准备好好去讲一个有情节的故事了。
1Q84 BOOK 1	evey_s	none	2014-01-31	0	真的不好看。求完剧透这系列直接可以弃。
1Q84 BOOK 1	59155650	allstar50	2014-03-20	0	我怎么感觉到了村上春树先生的野心？不管怎么说，继续看后两本。
1Q84 BOOK 1	1099570	none	2014-03-24	0	一定是书商的阴谋，就如同说小四的小时代应该去奥斯卡一样，腻们都太逗了！
1Q84 BOOK 1	single-apple	allstar40	2015-09-05	0	故事才要开始呢，书就结束了，感觉中了一个大大的圈套
1Q84 BOOK 1	zkr0325	allstar40	2014-11-06	0	天吾和青豆好像完全是为了一场彼此的相遇来到了1Q84，有种无聊的浪漫的感觉。
1Q84 BOOK 1	litangshuohua	allstar40	2015-02-22	0	不错的，喜欢施小炜的翻译。
1Q84 BOOK 1	jill426	allstar40	2015-04-13	0	一读就觉得是野心很大的作品，村上大叔的冲诺之作
1Q84 BOOK 1	susanQ	allstar30	2014-03-04	0	好冗长，读得累死。
1Q84 BOOK 1	babysen	none	2014-04-03	0	诚实地说，还是很喜欢很感动，也很适合拿来做梦或者喝醉的伴侣。但就是有什么让人犹豫的地方。不如说。。。如果不是村上的就好了吧，或者不是日本的村上就好了吧。只是。。。不知道怎么解释。喜欢的地方跟不喜欢的地方都是一样的。还有女权什么的倒不至于，但是全部还是男性的视角。
1Q84 BOOK 1	tangyusai	allstar50	2015-08-08	1	好几年没看过村上了，之前一直读林少华的译本，突然换译者还不太习惯。 题材对胃口，太喜欢了。这么清新的怪力乱神体验，不错。
